564,3043,{7267}
565,1083,"{7365, 7363}"
566,2069,{7401}
567,2962,{7413}
568,925,"{7469, 13024}"
569,1837,{7471}
570,422,{7490}
571,237,{7632}
572,884,{7674}
573,2901,{7689}
574,749,{7690}
575,619,{7705}
576,2063,{7748}
577,861,{7786}
578,1846,{7806}
579,807,"{10637, 10645, 10643, 10642, 8034, 7820, 9566}"
580,1780,{7865}
581,397,{7887}
582,2718,{7971}
583,598,{7981}
584,396,{7992}
585,543,{8105}
586,1483,"{9433, 9438, 8155}"
587,847,{8174}
588,1028,{8186}
589,1189,{8195}
590,621,{8214}
591,1801,{8248}
592,337,{8386}
593,1464,{8498}
594,1505,{8720}
595,804,{8593}
596,589,{8597}
597,502,{8657}
598,550,{8674}
599,16,{8738}
600,2303,{8740}
601,1272,{8760}
602,907,{8771}
603,322,{8842}
604,2380,{8898}
605,2633,{12596}
606,51,{8912}
607,2927,{8936}
608,862,{9046}
609,1976,{9095}
610,147,{9101}
611,2459,{9102}
612,516,{9170}
613,31,{9184}
614,1173,{9210}
615,2411,"{11241, 9232, 17507}"
616,1796,"{9244, 9243}"
617,129,{9336}
618,2771,{9508}
619,2080,{9506}
620,2874,{9547}
621,1116,{9557}
622,2266,{9560}
623,1821,{9583}
624,2716,{9594}
625,3030,{9691}
626,3045,{9731}
627,748,{9766}
628,2104,"{9773, 12281}"
629,2491,{9792}
630,1395,{9813}
631,1063,{9816}
632,1726,"{9831, 1022, 15452}"
633,1857,{9835}
634,579,{9846}
635,633,{9947}
636,46,"{10556, 9999}"
637,1199,"{10017, 17473}"
638,2345,"{10109, 10137, 10142, 10146, 10143, 10111, 10138}"
639,2974,{10113}
640,127,{10208}
641,1630,{10233}
642,2646,{10276}
643,1319,"{10289, 10290, 10287}"
644,2417,{10458}
645,2653,{10469}
646,2203,{10513}
647,1237,{10501}
648,432,{10506}
649,2443,{10528}
650,2703,{10529}
651,2777,"{10543, 10548}"
652,321,{10634}
653,2921,{10649}
654,1125,{10757}
655,1103,{10772}
656,1739,{10786}
657,2734,{10821}
658,1835,{10841}
659,1349,"{10848, 18106}"
660,2046,{10882}
661,611,{10884}
662,1108,{10887}
663,2808,{10890}
664,2770,{10902}
665,3054,{10914}
666,937,{10934}
667,999,{10983}
668,897,{11159}
669,1469,{11232}
670,2903,{11233}
671,428,"{11244, 11238, 17522}"
672,1127,{11273}
673,2722,{11322}
674,1039,{11327}
675,2376,{11351}
676,681,"{11387, 11371}"
677,2526,{11382}
678,1121,{11384}
679,1097,{11449}
680,325,{11487}
681,1700,{11641}
682,976,"{11689, 11678}"
683,61,{11687}
684,366,{11739}
685,2607,{11745}
686,287,{11788}
687,1611,{11845}
688,522,{11861}
689,1504,{12153}
690,2652,"{12163, 12171}"
691,671,{12229}
692,1363,{12235}
693,2991,{12620}
694,1590,{12630}
695,2985,{12643}
696,591,{12673}
697,588,{12674}
698,1317,{12687}
699,1771,{12842}
700,352,{12859}
701,1696,{12869}
702,980,{12954}
703,2979,{12976}
704,82,{12981}
705,1682,{13003}
706,479,{13004}
707,1257,"{13220, 13218}"
708,2928,{13395}
709,164,{13400}
710,2021,{13437}
711,314,{13460}
712,1588,"{13524, 16760}"
713,1021,{13576}
714,2230,{13578}
715,2279,{994}
716,740,{999}
717,1309,{13628}
718,2942,{13637}
719,2390,{13642}
720,1313,{13653}
721,295,{13726}
722,2934,"{13740, 17831, 17823, 13784, 17858}"
723,1803,{13752}
724,1511,{13770}
725,3053,{13777}
726,1990,{13792}
727,632,{13885}
728,275,{13895}
729,2538,{13904}
730,400,{13943}
731,1587,{13945}
732,2508,{13965}
733,2407,{13971}
734,89,{13984}
735,2389,{14025}
736,2039,{14047}
737,1294,{14101}
738,1778,{14062}
739,2490,{14216}
740,941,{14223}
741,943,{14236}
742,914,{14247}
743,1264,{14249}
744,1637,{14306}
745,2482,{14353}
746,823,{14372}
747,2306,{14413}
748,1713,{14473}
749,1557,{14489}
750,2537,"{14498, 14501}"
751,853,{14624}
752,2219,{14628}
753,143,{14641}
754,36,{14702}
755,62,{14705}
756,2715,{14747}
757,1989,{14808}
758,2862,"{14844, 14833}"
759,178,{14839}
760,1979,{14857}
761,1492,"{14950, 14930}"
762,106,{14937}
763,1204,{14967}
764,1782,{15286}
765,1572,{15362}
766,2546,{15373}
767,1016,{15453}
768,2670,{15483}
769,1719,{15510}
770,3036,{15599}
771,1487,{15603}
772,1767,{15617}
773,1516,{15663}
774,1160,{15727}
775,2383,{15729}
776,699,{15730}
777,1026,{15743}
778,3055,{15752}
779,2802,{15759}
780,202,{15788}
781,1149,{15807}
782,2135,{15816}
783,372,{15858}
784,38,{15875}
785,1947,{16115}
786,2598,{16125}
787,709,{16137}
788,227,{16165}
789,2461,"{16211, 16198}"
790,3049,{16220}
791,347,{16249}
792,256,{16252}
793,1394,{16353}
794,2066,{16380}
795,55,{16448}
796,355,{16484}
797,2328,{16494}
798,1859,{16529}
799,792,{16534}
800,282,{16547}
801,2727,{16628}
802,201,{16643}
803,2950,{16822}
804,569,{16844}
805,1222,{16852}
806,1826,{16856}
807,2843,{16857}
808,2041,{16895}
809,1827,{16960}
810,2386,{16961}
811,3048,{16984}
812,2517,{16995}
813,2452,{16996}
814,2742,{17285}
815,570,{17309}
816,1298,{17385}
817,1881,{17433}
818,2819,{17438}
819,532,{17501}
820,1626,{17514}
821,1528,{17542}
822,1725,"{17548, 17554}"
823,3026,{17569}
824,992,{17575}
825,2453,{17804}
826,1758,{17849}
827,1412,"{17853, 17872, 17857, 17871, 17855}"
828,2017,{17861}
829,3000,{17870}
830,2375,{17878}
831,336,"{17927, 17928, 17888, 17908}"
832,2202,"{17907, 17891}"
833,2618,"{17953, 17940}"
834,2827,{17941}
835,2885,{17948}
836,870,{18109}
837,1753,{18139}
838,1663,{18160}
839,2710,{18166}
840,2088,{18184}
841,1652,{18186}
842,2444,{18194}
843,2572,{18218}
844,780,{18276}
845,1563,{18364}
846,1614,{18399}
847,1589,{18452}
848,1224,{18552}
849,2495,{18586}
850,4203,{17669}
851,4116,{13265}
852,3754,"{5141, 12808}"
853,4367,"{7742, 919, 955}"
854,4399,{3656}
855,3249,{14438}
856,4100,{15118}
857,3181,{17696}
858,3612,"{4542, 4527, 4544, 4557, 4548, 4505}"
859,4067,"{6411, 6457, 6391}"
860,4228,{10630}
861,3715,"{5021, 14952, 5047, 14955}"
862,4069,{8762}
863,4134,{5022}
864,3557,{7291}
865,4362,{6209}
866,4053,"{2408, 2429}"
867,3591,{4261}
868,3198,"{1154, 1122, 16420}"
869,4137,"{9614, 9611}"
870,3952,{14098}
871,4136,"{6408, 11812, 4187, 4550, 4453, 15755}"
872,4483,"{4776, 4759, 4766, 4782, 4798, 4795, 4783, 4813, 4816, 4772, 4781, 4842, 4796}"
873,3976,{10271}
874,3846,"{16640, 16644, 9529, 16641, 9168, 9177, 16645}"
875,3371,{1000}
876,4305,{1961}
877,4190,{13868}
878,4160,"{12693, 12683}"
879,4364,{4095}
880,4265,{786}
881,3562,{831}
882,3113,{17503}
883,4126,{10527}
884,4246,"{397, 453, 385}"
885,4326,"{6456, 6442, 6494}"
886,3945,{5606}
887,3699,{5246}
888,3897,"{10551, 3595, 10010}"
889,4334,{7097}
890,4018,"{5087, 5045}"
891,3127,"{11602, 13991}"
892,4314,{5887}
893,3594,"{2831, 2838, 2820}"
894,4039,"{18132, 18118}"
895,4303,{10631}
896,3723,"{3355, 4000}"
897,4448,{7286}
898,4183,"{14639, 9970, 9977}"
899,3210,{5387}
900,3281,{12506}
901,3980,"{12829, 1194, 1135}"
902,3865,{166}
903,3996,{5528}
904,3543,"{6409, 6479, 6432, 6406, 6433, 6446, 6395}"
905,3934,"{8046, 8033, 8036}"
906,4370,{13761}
907,4428,"{5439, 5474}"
908,3497,{10512}
909,4378,"{15805, 15808, 15783}"
910,3450,{9015}
911,3298,{13082}
912,3955,"{3426, 14323, 9950, 11848}"
913,4386,{18440}
914,3261,{5613}
915,4181,{11880}
916,3729,{2412}
917,3829,"{16053, 4667}"
918,4484,"{12770, 12763}"
919,3544,{16064}
920,3987,{2007}
921,3152,"{9328, 9325, 9323, 9340, 9329}"
922,3678,"{18435, 18436}"
923,3623,"{15285, 15288, 15259}"
924,3314,"{13569, 13570}"
925,3411,"{17382, 14431}"
926,3313,"{17246, 15605}"
927,3164,{9577}
928,4142,"{13007, 13026}"
929,3900,{16205}
930,3585,{2047}
931,4391,{17030}
932,4353,"{8730, 13477}"
933,3263,{9949}
934,4143,{5137}
935,3615,{16408}
936,4290,{15959}
937,3462,{16340}
938,3453,"{13061, 13081, 13052}"
939,3957,{1417}
940,3521,{1236}
941,4330,{14301}
942,4075,"{10791, 10785, 10766}"
943,3431,"{6396, 6412}"
944,3291,{3566}
945,3923,{15851}
946,3114,{3764}
947,3119,{8316}
948,3290,{3858}
949,3988,{4540}
950,3264,{12661}
951,4493,{7824}
952,4025,{1217}
953,4179,{568}
954,3505,"{8109, 8119}"
955,3787,{15787}
956,4219,{14007}
957,3890,{12653}
958,4106,"{17379, 17417, 17378}"
959,3596,"{17265, 4757, 15602, 10374, 10394, 10071, 10362, 4785, 15610, 12433}"
960,4400,{9749}
961,4205,"{9989, 4420}"
962,4308,{10189}
963,3448,{13266}
964,3771,{6261}
965,3237,{14608}
966,4028,"{10700, 10710, 10684}"
967,4040,"{17006, 16956}"
968,3943,{17962}
969,4009,{8242}
970,3848,"{15560, 15584}"
971,3712,{515}
972,3345,{7448}
973,3724,"{13515, 16762, 16775}"
974,3247,{5891}
975,3142,{10054}
976,4080,{8012}
977,3645,{16498}
978,3527,{12970}
979,4313,{1703}
980,3750,"{15535, 15973}"
981,3154,{7012}
982,4223,{9789}
983,3348,"{13420, 13412}"
984,3567,{8423}
985,3827,"{3923, 3959}"
986,3639,{13962}
987,4280,{15457}
988,3365,{7137}
989,3589,{17745}
990,3178,{10754}
991,3809,{9732}
992,4079,{3984}
993,3795,"{16383, 16365}"
994,4119,{8287}
995,3911,{11154}
996,4469,"{11352, 11370, 11369, 11362, 11349, 11366, 11353, 11368, 11358}"
997,3751,{7924}
998,3295,"{14085, 14073, 14082}"
999,4044,"{16179, 14770, 14605}"
1000,3398,"{16300, 16241}"
1001,4105,{17132}
1002,4064,{11381}
1003,4443,"{194, 177, 1286}"
1004,3107,{16354}
1005,3660,{14124}
1006,3784,{857}
1007,3223,{2773}
1008,3794,{1638}
1009,3935,"{11935, 15583, 11952, 9536, 11962}"
1010,3820,{6853}
1011,3342,"{12712, 18012}"
1012,3135,{12137}
1013,3727,{8460}
1014,4222,{9945}
1015,4375,{2514}
1016,4037,{16784}
1017,3179,{2754}
1018,3452,{1724}
1019,3616,{1308}
1020,4284,{9543}
1021,4430,{2208}
1022,3757,{3866}
1023,4347,{2433}
1024,4208,{4571}
1025,4197,{1651}
1026,4249,{1906}
1027,3587,"{331, 295, 325, 344, 365, 15856, 291, 324, 7939, 290, 349, 329}"
1028,3502,{1065}
1029,3405,{8638}
1030,3361,{12292}
1031,3355,{263}
1032,3576,"{8384, 8393}"
1033,4410,"{16993, 14790}"
1034,4141,{2164}
1035,3207,"{1516, 11099, 9875}"
1036,3903,"{4558, 4534, 5693, 4565, 4559}"
1037,3278,{6687}
1038,4244,{11514}
1039,3904,{7659}
1040,4047,{12241}
1041,3499,"{11142, 4518, 4531}"
1042,3786,{18103}
1043,3730,"{16841, 5646}"
1044,3912,"{15046, 15054, 15068}"
1045,4030,{396}
1046,4379,{6077}
1047,3318,{8913}
1048,3837,{6472}
1049,3501,{9852}
1050,3442,{6222}
1051,3435,{9130}
1052,4103,"{10816, 10818, 10811, 10810, 10837, 10819}"
1053,3262,{8637}
1054,4135,{10044}
1055,3998,"{14012, 14036}"
1056,3457,{17724}
1057,4209,{2751}
1058,4128,"{8520, 8513}"
1059,3598,{11518}
1060,3852,{12624}
1061,3947,"{4294, 4342}"
1062,3924,{5015}
1063,4195,{11316}
1064,4165,{8938}
1065,3359,{17240}
1066,3095,"{2092, 2087}"
1067,3389,{2440}
1068,3716,"{17133, 17196}"
1069,4072,{2392}
1070,3403,{13499}
1071,4055,{10175}
1072,3392,"{14282, 3398}"
1073,4413,"{6017, 6006}"
1074,4507,"{9359, 9353}"
1075,3305,{8260}
1076,3869,{8630}
1077,3692,{9867}
1078,3189,{3818}
1079,4176,{9961}
1080,3438,"{15834, 15880}"
1081,3410,{111}
1082,4052,"{3144, 17778, 1511, 16057, 651, 4464, 569}"
1083,3796,"{304, 372}"
1084,3651,"{11470, 11463}"
1085,3705,{10861}
1086,4159,{17983}
1087,3663,{2989}
1088,3969,"{16814, 13899, 13919}"
1089,3717,"{13133, 4468, 4414, 4492}"
1090,4393,"{17489, 943}"
1091,3790,{7696}
1092,4235,"{400, 386, 437}"
1093,4213,"{15528, 15549, 15525, 15542}"
1094,3584,{5034}
1095,3204,"{17257, 17237}"
1096,3225,{8821}
1097,3876,"{16670, 16673}"
1098,4374,"{6540, 6577}"
1099,3633,{4279}
1100,4266,{8240}
1101,3250,"{8134, 14206}"
1102,3602,{2312}
1103,3271,"{8387, 13115, 8390}"
1104,3109,{17016}
1105,4348,{2738}
1106,3972,"{4666, 4646, 4642}"
1107,4395,{2520}
1108,3182,{17741}
1109,3617,{1403}
1110,3856,{11875}
1111,4369,{6495}
1112,3311,"{7105, 7107}"
